name,pick,xVORP,xVORP_impact,Peak Impact Rating,Immediate Impact Rating,ceiling_player,floor_player,ceiling_player_rating,floor_player_rating,year
Ausar Thompson,5,0.778408982,0.401221475,5.19,5.02,LaMelo Ball,Dillon Brooks,"{1.0: 1.4, 2.0: 3.3, 3.0: 1.4, 4.0: 1.0}","{1.0: -1.1, 2.0: -1.2, 3.0: -1.1, 4.0: 0.0, 5.0: -0.4, 6.0: -0.9, 7.0: -0.9}",2023
Anthony Black,6,0.939549634,0.086806652,6.26,1.09,Dejounte Murray,Marquis Teague,"{1.0: 1.1, 2.0: -0.2, 3.0: 1.5, 4.0: 2.6, 5.0: 2.1, 6.0: 4.4, 7.0: 1.0}","{1.0: -0.6, 2.0: -0.2, 3.0: -0.4, 4.0: -0.1, 5.0: -0.4}",2023
Bilal Coulibaly,7,1.05991861,0.039320793,7.07,0.49,Rondae Hollis-Jefferson,Kostas Papanikolaou,"{1.0: 0.6, 2.0: 0.4, 3.0: 0.1, 4.0: 1.0, 5.0: -0.2, 6.0: 0.3}","{1.0: 0.0, 2.0: -0.2}",2023
Jarace Walker,8,0.824835703,0.178670193,5.5,2.23,Montrezl Harrell,Dragan Bender,"{1.0: 1.7, 2.0: 2.4, 3.0: 0.5, 4.0: 0.1, 5.0: 2.9, 6.0: 0.1, 7.0: 2.0, 8.0: 1.9, 9.0: 0.8, 10.0: 2.2}","{1.0: -0.4, 2.0: -0.1, 3.0: -0.1, 4.0: -0.9, 5.0: 0.0, 6.0: -0.5}",2023
Taylor Hendricks,9,0.885264682,0.122541987,5.9,1.53,Lauri Markkanen,Ryan Kelly,"{1.0: 1.1, 2.0: 0.9, 3.0: 0.7, 4.0: 3.3, 5.0: 2.6, 6.0: 0.7, 7.0: 0.5}","{1.0: -0.4, 2.0: -0.2, 3.0: 0.0, 4.0: 0.2}",2023
Cason Wallace,10,0.714909538,-0.08394288,4.77,-1.05,Tyrese Haliburton,Marquis Teague,"{1.0: 5.0, 2.0: 1.5, 3.0: 1.1, 4.0: 3.1, 5.0: 2.0, 6.0: 4.4}","{1.0: -0.6, 2.0: -0.2, 3.0: -0.4, 4.0: -0.1, 5.0: -0.4}",2023
Jett Howard,11,0.499734201,-0.105489032,3.33,-1.32,Bogdan Bogdanović,Joshua Primo,"{1.0: 1.4, 2.0: 0.9, 3.0: 0.3, 4.0: 0.7, 5.0: 1.8, 6.0: 1.5, 7.0: 1.2}","{1.0: -0.1, 2.0: -0.1, 3.0: -0.7}",2023
Dereck Lively II,12,1.177092822,0.702539636,7.85,8.78,Rudy Gobert,Fab Melo,"{1.0: -0.1, 2.0: 1.4, 3.0: 4.4, 4.0: 2.5, 5.0: 3.6, 6.0: 2.5, 7.0: 3.8, 8.0: 3.3, 9.0: 3.4, 10.0: 4.8, 11.0: 2.0}",{1.0: -0.1},2023
Gradey Dick,13,0.735059779,-0.037256864,4.9,-0.47,Tyler Herro,Jordan Poole,"{1.0: 0.1, 2.0: 0.3, 3.0: 1.0, 4.0: 1.6, 5.0: 1.5}","{1.0: -1.2, 2.0: 0.4, 3.0: 1.7, 4.0: -1.5, 5.0: 0.1}",2023
Jordan Hawkins,14,0.429285864,-0.16649534,2.86,-2.08,Jamal Murray,Tyler Dorsey,"{1.0: 1.7, 2.0: 1.1, 3.0: 2.9, 4.0: 1.5, 5.0: 1.8, 6.0: 0.0, 7.0: 1.6}","{1.0: -0.3, 2.0: -0.1, 3.0: 0.0, 4.0: -0.2, 5.0: -0.2}",2023
Kobe Bufkin,15,0.687835787,-0.113642215,4.59,-1.42,Tyrese Maxey,Kira Lewis Jr.,"{1.0: 3.4, 2.0: 1.8, 3.0: 1.3, 4.0: 0.1}","{1.0: -0.2, 2.0: 0.1, 3.0: -0.3, 4.0: 0.0, 5.0: 0.0, 6.0: -0.2, 7.0: -0.3}",2023
Keyonte George,16,0.456202528,-0.3521295,3.04,-4.4,Anthony Edwards,Isaiah Whitehead,"{1.0: 2.0, 2.0: 3.7, 3.0: 2.1, 4.0: -0.1}","{1.0: -1.3, 2.0: -0.1}",2023
Jalen Hood-Schifino,17,0.266523167,-0.30745086,1.78,-3.84,Dejounte Murray,Ziaire Williams,"{1.0: 1.1, 2.0: -0.2, 3.0: 1.5, 4.0: 2.6, 5.0: 2.1, 6.0: 4.4, 7.0: 1.0}","{1.0: -0.3, 2.0: -0.6, 3.0: -0.5}",2023
Jaime Jaquez Jr.,18,0.545528215,0.125369699,3.64,1.57,Josh Hart,Dillon Brooks,"{1.0: 0.6, 2.0: 0.4, 3.0: 0.7, 4.0: 0.4, 5.0: 1.0, 6.0: 1.8, 7.0: 1.3, 8.0: 0.8, 9.0: 0.9, 10.0: 0.3, 11.0: 1.4}","{1.0: -1.1, 2.0: -1.2, 3.0: -1.1, 4.0: 0.0, 5.0: -0.4, 6.0: -0.9, 7.0: -0.9}",2023
Brandin Podziemski,19,1.023951929,0.205755726,6.83,2.57,Desmond Bane,Chris Duarte,"{1.0: 1.7, 2.0: 2.7, 3.0: 2.5, 4.0: 0.5}","{1.0: -0.1, 2.0: -0.6, 3.0: -0.2}",2023
Cam Whitmore,20,0.698978466,-0.117272632,4.66,-1.47,Jonathan Kuminga,Sekou Doumbouya,"{1.0: 0.8, 2.0: 0.1, 3.0: 0.1}","{1.0: -1.0, 2.0: 0.1, 3.0: -0.9}",2023
Noah Clowney,21,0.766567977,-0.055371792,5.11,-0.69,Jonathan Isaac,Petr Cornelie,"{1.0: 1.1, 2.0: 0.8, 3.0: 1.4, 4.0: 0.2, 5.0: 0.1}",{1.0: -0.1},2023
Dariq Whitehead,22,0.301773166,-0.441589273,2.01,-5.52,Zach LaVine,Joshua Primo,"{1.0: 2.7, 2.0: -0.1, 3.0: 0.3, 4.0: 1.5, 5.0: 0.5, 6.0: 2.4, 7.0: 2.6, 8.0: 3.1, 9.0: 0.9, 10.0: -1.3}","{1.0: -0.1, 2.0: -0.1, 3.0: -0.7}",2023
Kris Murray,23,0.470199244,0.098466239,3.13,1.23,Georges Niang,Robbie Hummel,"{1.0: 0.0, 2.0: -0.2, 3.0: 0.3, 4.0: 0.5, 5.0: 0.0, 6.0: 0.2, 7.0: 0.4, 8.0: -0.4}","{1.0: 0.0, 2.0: -0.4}",2023
Olivier-Maxence Prosper,24,0.396964746,-0.192522472,2.65,-2.41,Jerami Grant,Kevin Knox,"{1.0: -0.1, 2.0: 0.4, 3.0: 1.2, 4.0: 1.5, 5.0: 1.0, 6.0: -0.5, 7.0: 1.4, 8.0: 0.7, 9.0: 0.3, 10.0: 0.1, 11.0: 0.9, 12.0: 1.0}","{1.0: 0.0, 2.0: -0.1, 3.0: -0.1, 4.0: 0.1, 5.0: -0.4, 6.0: -2.0, 7.0: -0.4, 8.0: -0.1, 9.0: -0.2, 10.0: -0.7}",2023
Marcus Sasser,25,0.662467174,0.055107375,4.42,0.69,Malcolm Brogdon,Darrun Hilliard,"{1.0: 0.3, 2.0: 2.0, 3.0: 1.1, 4.0: 2.1, 5.0: 1.9, 6.0: 1.6, 7.0: 0.8, 8.0: 1.3}","{1.0: -0.1, 2.0: -0.4, 3.0: 0.0}",2023
Ben Sheppard,26,0.38305942,-0.164953758,2.55,-2.06,Malik Beasley,Jerome Robinson,"{1.0: 0.1, 2.0: 0.0, 3.0: 0.6, 4.0: -0.3, 5.0: -0.1, 6.0: 0.2, 7.0: 0.0, 8.0: 0.2, 9.0: 0.1, 10.0: 1.0, 11.0: -0.2, 12.0: 0.7}","{1.0: -0.5, 2.0: -0.2, 3.0: -0.1, 4.0: -0.3, 5.0: -0.1, 6.0: -0.4}",2023
Nick Smith Jr.,27,0.321754918,-0.564833765,2.15,-7.06,Dejounte Murray,Josh Christopher,"{1.0: 1.1, 2.0: -0.2, 3.0: 1.5, 4.0: 2.6, 5.0: 2.1, 6.0: 4.4, 7.0: 1.0}","{1.0: -0.5, 2.0: -0.5}",2023
Brice Sensabaugh,28,0.535788278,-0.345476524,3.57,-4.32,T.J. Warren,Dillon Brooks,"{1.0: 0.0, 2.0: 0.0, 3.0: 0.0, 4.0: 0.7, 5.0: 0.2, 6.0: 0.4, 7.0: 1.7, 8.0: 0.6, 9.0: -0.1, 10.0: 0.7, 11.0: -0.1}","{1.0: -1.1, 2.0: -1.2, 3.0: -1.1, 4.0: 0.0, 5.0: -0.4, 6.0: -0.9, 7.0: -0.9}",2023
Julian Strawther,29,0.43660498,-0.184179194,2.91,-2.3,Saddiq Bey,Elijah Hughes,"{1.0: 0.9, 2.0: 0.4, 3.0: 0.1, 4.0: 0.5, 5.0: 1.2, 6.0: 0.7}","{1.0: -0.5, 2.0: -0.6, 3.0: 0.0, 4.0: 0.0}",2023
Kobe Brown,30,0.551346022,0.211230645,3.68,2.64,Lauri Markkanen,Andrew Nicholson,"{1.0: 1.1, 2.0: 0.9, 3.0: 0.7, 4.0: 3.3, 5.0: 2.6, 6.0: 0.7, 7.0: 0.5}","{1.0: -0.2, 2.0: -0.9, 3.0: 0.2, 4.0: -0.1, 5.0: -0.3, 6.0: -0.4, 7.0: -0.2}",2023
James Nnaji,31,0.929069908,0.247758612,6.19,3.1,Rudy Gobert,Georgios Papagiannis,"{1.0: -0.1, 2.0: 1.4, 3.0: 4.4, 4.0: 2.5, 5.0: 3.6, 6.0: 2.5, 7.0: 3.8, 8.0: 3.3, 9.0: 3.4, 10.0: 4.8, 11.0: 2.0}","{1.0: -0.1, 2.0: 0.0, 3.0: -0.2, 4.0: -0.1}",2023
Jalen Pickett,32,0.30599542,-0.000923877,2.04,-0.01,Jalen Brunson,Davion Mitchell,"{1.0: 0.3, 2.0: 5.4, 3.0: 1.2, 4.0: 3.5, 5.0: 0.1, 6.0: 1.9}","{1.0: -0.3, 2.0: -0.4, 3.0: -0.9}",2023
Leonard Miller,33,0.783622421,-0.065262785,5.22,-0.82,Deyonta Davis,Sekou Doumbouya,"{1.0: -0.2, 2.0: 0.0, 3.0: 0.1}","{1.0: -1.0, 2.0: 0.1, 3.0: -0.9}",2023
Colby Jones,34,0.457643832,-0.04596893,3.05,-0.57,Terance Mann,Michael Gbinije,"{1.0: 0.6, 2.0: 0.2, 3.0: 0.8, 4.0: 0.8, 5.0: 0.0}",{1.0: -0.1},2023
Julian Phillips,35,0.429478044,-0.146095216,2.86,-1.83,Jerami Grant,Georgios Kalaitzakis,"{1.0: -0.1, 2.0: 0.4, 3.0: 1.2, 4.0: 1.5, 5.0: 1.0, 6.0: -0.5, 7.0: 1.4, 8.0: 0.7, 9.0: 0.3, 10.0: 0.1, 11.0: 0.9, 12.0: 1.0}","{1.0: -0.2, 2.0: -0.3, 3.0: -0.1}",2023
Andre Jackson Jr.,36,0.373933555,0.039655782,2.49,0.5,Josh Giddey,Kendall Marshall,"{1.0: 0.5, 2.0: 1.8, 3.0: 1.9}","{1.0: -0.2, 2.0: 0.1, 3.0: -0.5, 4.0: -0.6}",2023
Hunter Tyson,37,0.473382917,0.080612823,3.16,1.01,Trey Murphy III,Isaiah Livers,"{1.0: 1.9, 2.0: 0.2, 3.0: 2.3}","{1.0: -0.1, 2.0: 0.0, 3.0: -0.5}",2023
Jordan Walsh,38,0.562737169,-0.080686793,3.75,-1.01,Scottie Lewis,Malachi Richardson,{1.0: 0.0},"{1.0: -0.2, 2.0: 0.0, 3.0: -0.3, 4.0: -0.3, 5.0: -0.1}",2023
Mouhamed Gueye,39,0.5082949,-0.06222151,3.39,-0.78,Jarrett Allen,Perry Jones,"{1.0: 1.4, 2.0: 0.5, 3.0: 2.4, 4.0: 2.0, 5.0: 0.4, 6.0: 2.7, 7.0: 3.1, 8.0: 1.9, 9.0: 1.1}","{1.0: -0.4, 2.0: 0.1, 3.0: -0.4}",2023
Maxwell Lewis,40,0.358994405,-0.137374765,2.39,-1.72,Anthony Edwards,Dwayne Bacon,"{1.0: 2.0, 2.0: 3.7, 3.0: 2.1, 4.0: -0.1}","{1.0: -0.5, 2.0: -0.3, 3.0: -0.8, 4.0: -1.5}",2023
Amari Bailey,41,0.397248373,-0.436136339,2.65,-5.45,Dejounte Murray,Ziaire Williams,"{1.0: 1.1, 2.0: -0.2, 3.0: 1.5, 4.0: 2.6, 5.0: 2.1, 6.0: 4.4, 7.0: 1.0}","{1.0: -0.3, 2.0: -0.6, 3.0: -0.5}",2023
Tristan Vukčević,42,0.540704392,-0.004236905,3.6,-0.05,Thomas Bryant,Kai Jones,"{1.0: 0.0, 2.0: 0.7, 3.0: 0.2, 4.0: -0.2, 5.0: 0.2, 6.0: 0.9, 7.0: 1.5, 8.0: 0.1, 9.0: 1.2}","{1.0: -0.1, 2.0: -0.3}",2023
Rayan Rupert,43,0.257757322,-0.34747497,1.72,-4.34,Talen Horton-Tucker,Dragan Bender,"{1.0: 0.0, 2.0: 0.2, 3.0: 0.2, 4.0: -0.5, 5.0: 0.3}","{1.0: -0.4, 2.0: -0.1, 3.0: -0.1, 4.0: -0.9, 5.0: 0.0, 6.0: -0.5}",2023
Sidy Cissoko,44,0.476638626,-0.149247088,3.18,-1.87,Deni Avdija,Mario Hezonja,"{1.0: 0.1, 2.0: -0.4, 3.0: -0.1, 4.0: 0.6}","{1.0: 0.6, 2.0: -0.2, 3.0: -0.4, 4.0: -0.7, 5.0: -0.5}",2023
GG Jackson,45,0.439090158,-0.252310264,2.93,-3.15,Anthony Edwards,Ziaire Williams,"{1.0: 2.0, 2.0: 3.7, 3.0: 2.1, 4.0: -0.1}","{1.0: -0.3, 2.0: -0.6, 3.0: -0.5}",2023
Seth Lundy,46,0.268039378,-0.049314105,1.79,-0.62,Trey Murphy III,Damyean Dotson,"{1.0: 1.9, 2.0: 0.2, 3.0: 2.3}","{1.0: 0.0, 2.0: -0.6, 3.0: -0.3, 4.0: 0.1, 5.0: 0.0}",2023
Mojave King,47,0.158926282,-0.325519641,1.06,-4.07,Zach LaVine,Joshua Primo,"{1.0: 2.7, 2.0: -0.1, 3.0: 0.3, 4.0: 1.5, 5.0: 0.5, 6.0: 2.4, 7.0: 2.6, 8.0: 3.1, 9.0: 0.9, 10.0: -1.3}","{1.0: -0.1, 2.0: -0.1, 3.0: -0.7}",2023
Jordan Miller,48,0.373463359,0.084436268,2.49,1.06,Trey Murphy III,De'Andre Hunter,"{1.0: 1.9, 2.0: 0.2, 3.0: 2.3}","{1.0: 0.5, 2.0: -0.8, 3.0: -0.7, 4.0: -1.4, 5.0: -0.2}",2023
Emoni Bates,49,0.543486797,-0.185558703,3.62,-2.32,Anthony Edwards,Kevin Knox,"{1.0: 2.0, 2.0: 3.7, 3.0: 2.1, 4.0: -0.1}","{1.0: 0.0, 2.0: -0.1, 3.0: -0.1, 4.0: 0.1, 5.0: -0.4, 6.0: -2.0, 7.0: -0.4, 8.0: -0.1, 9.0: -0.2, 10.0: -0.7}",2023
Keyontae Johnson,50,0.063572906,-0.308993928,0.42,-3.86,Taurean Prince,Dwayne Bacon,"{1.0: 0.0, 2.0: 0.3, 3.0: -0.4, 4.0: 0.0, 5.0: 0.6, 6.0: -0.4, 7.0: 0.0, 8.0: 0.0, 9.0: 0.0, 10.0: -0.4}","{1.0: -0.5, 2.0: -0.3, 3.0: -0.8, 4.0: -1.5}",2023
Jalen Wilson,51,0.069410265,-0.262087701,0.46,-3.28,Miles Bridges,Dwayne Bacon,"{1.0: -0.3, 2.0: 0.5, 3.0: 2.5, 4.0: 1.1, 5.0: 0.6}","{1.0: -0.5, 2.0: -0.3, 3.0: -0.8, 4.0: -1.5}",2023
Toumani Camara,52,0.498653433,0.045130521,3.32,0.56,Domantas Sabonis,Ray Spalding,"{1.0: 6.2, 2.0: -1.0, 3.0: 2.9, 4.0: 5.4, 5.0: 3.2, 6.0: 0.5, 7.0: 3.3, 8.0: 2.7, 9.0: 0.4, 10.0: 2.4}","{1.0: -0.1, 2.0: -0.1, 3.0: 0.0, 4.0: -0.1}",2023
Jaylen Clark,53,0.661007027,0.141411461,4.41,1.77,Donovan Mitchell,Jacob Evans,"{1.0: 2.2, 2.0: 2.3, 3.0: 3.6, 4.0: 5.0, 5.0: 3.9, 6.0: 2.2, 7.0: 2.8}","{1.0: -0.5, 2.0: -0.3, 3.0: -0.5, 4.0: 0.0}",2023
Jalen Slawson,54,0.686305086,0.259618632,4.58,3.25,Domantas Sabonis,Andrew Nicholson,"{1.0: 6.2, 2.0: -1.0, 3.0: 2.9, 4.0: 5.4, 5.0: 3.2, 6.0: 0.5, 7.0: 3.3, 8.0: 2.7, 9.0: 0.4, 10.0: 2.4}","{1.0: -0.2, 2.0: -0.9, 3.0: 0.2, 4.0: -0.1, 5.0: -0.3, 6.0: -0.4, 7.0: -0.2}",2023
Isaiah Wong,55,0.480616674,-0.074414698,3.2,-0.93,Grayson Allen,Joe Young,"{1.0: 0.6, 2.0: 1.0, 3.0: -0.5, 4.0: 0.1, 5.0: 2.0, 6.0: 1.1}","{1.0: -0.3, 2.0: -0.2, 3.0: -0.1}",2023
Tarik Biberovic,56,-0.284243117,-0.408478449,-1.89,-5.11,Arnoldas Kulboka,Paul Zipser,{1.0: 0.0},"{1.0: -0.8, 2.0: -0.5}",2023
Trayce Jackson-Davis,57,0.755884437,0.580497808,5.04,7.26,Evan Mobley,Daniel Oturu,"{1.0: 1.5, 2.0: 1.9, 3.0: 2.5}","{1.0: 0.0, 2.0: -0.1}",2023
Chris Livingston,58,0.177040158,-0.289003378,1.18,-3.61,Arnoldas Kulboka,Joshua Primo,{1.0: 0.0},"{1.0: -0.1, 2.0: -0.1, 3.0: -0.7}",2023
